trddy,mkt_rf,smb,hml,umd,rmw,cma,rf,smb_equal,hml_equal,umd_equal,rmw_equal,cma_equal
2000-02-23,-0.028733774,0.0053912191,0.0077438529,-0.02122379,-0.000170034,0.0066775651,0.000061,0.0069928907,0.004783284,-0.014738733,-0.003469565,0.0113503219
2000-02-24,0.0300546162,-0.008820237,-0.009568607,0.0239381069,0.0079050138,-0.014349125,0.000061,-0.007247586,-0.007448567,0.018395723,0.0091108689,-0.01251294
2000-02-25,-0.00099441,-0.000447293,0.0003437493,0.0048221738,0.0004575536,0.0010737535,0.000061,0.0003455014,0.0011181151,0.0023260733,-0.003043039,0.0036731102
2000-02-28,0.0480431064,-0.004859669,-0.004185215,0.0195429852,0.0001684654,-0.009101376,0.000061,-0.004658602,-0.002564269,0.0146703799,0.0008174309,-0.007960754
2000-02-29,0.0025812309,0.0044463608,0.0133379166,-0.02229937,-0.004290728,0.0222671055,0.000061,0.0065194649,0.0081120329,-0.019419835,-0.004539029,0.0120528189
2000-03-01,-0.007140971,0.0192227601,0.0091618718,-0.02114502,-0.012772389,0.0057386053,0.000061,0.0153182166,0.00545707,-0.022923001,-0.013315039,0.011408707
2000-03-02,0.0082303693,-0.001057833,-0.003996941,0.0143684074,-0.002647933,0.0040419823,0.000061,0.0012362528,-0.0041334,0.0071395612,-0.006187169,0.0071419797
2000-03-03,0.012253252,-0.000588913,0.0070308972,-0.007842155,0.0071555978,-0.002953814,0.000061,0.0009383776,0.0041819413,-0.003451743,0.0061428751,-0.005508167
2000-03-06,-0.040302598,-0.000598134,0.0033805449,-0.033005802,0.003869307,-0.00168013,0.000061,0.0032223099,0.0058971744,-0.030525354,-0.002095545,0.0050159815
2000-03-07,0.0099399536,-0.007913767,0.0025948827,-0.00859852,0.0065465478,9.76774E-7,0.000061,-0.007013884,0.0041161214,0.0027699189,0.0063766171,-0.001036234
2000-03-08,0.0199594143,-0.000660258,-0.002340606,0.0217484385,0.0033775882,-0.009560962,0.000061,0.0016171623,-0.002073539,0.0150550526,-0.001102303,-0.006123637
2000-03-09,-0.000141849,5.4613144E-8,0.0029734661,-0.004530478,0.0043070834,-0.000304034,0.000061,0.0010311964,0.0034988685,-0.001401602,0.0001844525,0.0004981961
2000-03-10,-0.014057811,0.0002410224,-0.00473785,0.0132865797,-0.005873142,0.0026228146,0.000061,-7.290229E-6,-0.003327219,0.0055466335,-0.003339061,0.002622797
2000-03-13,0.0157381617,0.0128284337,0.0051675083,-0.009416187,-0.008938765,0.0026442955,0.000061,0.010267135,0.0053857606,-0.011489172,-0.007415131,0.003188395
2000-03-14,-0.022308952,0.0062064828,-0.000127858,-0.006379375,-0.01025773,0.0031100369,0.000061,0.0022424375,-0.000257287,-0.012451446,-0.005590192,0.005707336
2000-03-15,0.0004641408,0.010056996,0.0039784528,-0.017428971,-0.011248322,0.0049363121,0.000061,0.0062829041,0.0029130761,-0.017186139,-0.005467621,0.0048300378
2000-03-16,-0.047745442,-0.001975634,-0.006914097,-0.004717145,0.0056561588,-0.000190979,0.000061,-0.000523071,-0.004572802,-0.005176771,0.0037083433,0.0014304886
2000-03-17,0.0351656026,-0.002280162,-0.000657202,0.0208800353,0.0032479787,-0.003714255,0.000061,-0.001689967,-0.001146549,0.0161970163,-0.000117605,-0.002782527
2000-03-20,0.0266368695,0.0060609871,0.0090909838,-0.008715416,-0.008414592,0.0110943178,0.000061,0.0040167982,0.002328301,-0.01250568,-0.0029257,0.0106979304
2000-03-21,0.0056117897,0.0097146856,0.0004844838,-0.012543212,-0.003749616,0.0046596654,0.000061,0.0069149088,-0.002494424,-0.008362332,-0.001297982,0.0056905253
2000-03-22,0.0091951393,0.0007798903,-0.005423689,0.0126406945,-0.000921773,0.0012737782,0.000061,0.0010822339,-0.006644062,0.0107964992,-0.004357891,0.0037208993
2000-03-23,0.0170823656,0.0054955693,0.0021380411,-0.001240062,-0.011211538,0.0044958555,0.000061,0.0052533616,0.0038648502,-0.004783731,-0.006864225,0.0032765119
2000-03-24,-0.009005018,0.0032828372,-0.006352723,-0.005898391,-0.003479245,0.0062787987,0.000061,0.0020736954,-0.004850194,-0.002615379,-0.004124964,0.0064685182
2000-03-27,0.0272461022,0.0115853704,0.0134912754,-0.027325731,-0.010357608,0.0098904412,0.000061,0.008616503,0.0111701066,-0.030117361,-0.008999421,0.0100104409
2000-03-28,0.0080862526,-0.003342026,0.0092794976,-0.013902432,0.0021942906,-0.006114326,0.000061,-0.003357922,0.005568547,-0.006122576,0.0041572669,-0.006072295
2000-03-29,-0.00304597,0.0000458471,-0.005355512,0.0080225333,0.0027250173,0.0003520487,0.000061,0.0022422602,-0.00356249,0.0074134025,0.0018563862,0.0010162194
2000-03-30,0.0118274872,0.0076913696,0.0050498338,-0.007855429,-0.014167021,0.0059246815,0.000061,0.0082079569,0.0038401139,-0.007165777,-0.012199299,0.0069855657
2000-03-31,-0.007583234,0.0086309053,-0.001282829,-0.008143448,-0.004842369,0.0076616892,0.000061,0.0071670181,-0.002501965,-0.00609486,-0.00772098,0.0085043239
2000-04-03,-0.002820483,0.003600437,0.0000283703,-0.011243032,0.0052561276,-0.006809311,0.000061,0.0037533743,-0.000371407,-0.011904577,0.0027581551,-0.007010964
2000-04-04,-0.02220647,-0.003930953,-0.008974784,0.0085065108,0.0003034489,-0.001095959,0.000061,-0.002685321,-0.006702947,0.0088447465,-0.001745585,-0.000996606
2000-04-05,0.0065520885,0.0058656705,0.0021924351,-0.008056767,-0.005559121,0.0029578389,0.000061,0.0051615962,0.0031855835,-0.005058643,-0.004930927,0.0025383737
2000-04-06,0.0219257499,0.0060893969,0.0062771077,-0.008073476,-0.008501827,0.0129584068,0.000061,0.0057557288,0.0052646447,-0.009400989,-0.007486408,0.0106728778
2000-04-07,0.0060042936,-0.003636621,0.0054207328,-0.013099122,0.0001004281,-0.003988071,0.000061,-0.005526312,0.006077676,-0.012481837,0.0035015449,-0.004920956
2000-04-10,0.0049557177,-0.000925836,0.005491695,-0.017906461,-0.004313749,0.0010889708,0.000061,-0.002984288,0.0045249616,-0.012279587,-0.00143939,-0.000563435
2000-04-11,-0.001377319,-0.004532568,-0.014486564,0.0216180381,0.0097901792,-0.005071721,0.000061,-0.002463448,-0.012734034,0.018504721,0.0102996164,-0.002458135
2000-04-12,-0.010813297,0.0036405679,0.0086244911,-0.019104685,-0.002402007,0.0036444109,0.000061,0.001255559,0.0072548916,-0.013588894,-0.000117061,0.0013066861
2000-04-13,0.0108040164,-0.004202629,0.0041957379,-0.012072527,0.0040534093,0.0009218451,0.000061,-0.002503058,0.004237679,-0.011327059,0.0041814464,0.0010745397
2000-04-14,-0.000667936,0.0021154522,0.0022879955,-0.010458975,-0.004951322,0.0062783322,0.000061,0.0034507819,0.0038742863,-0.009056054,-0.004303085,0.0043455621
2000-04-17,-0.021530934,0.0051040016,0.0020296971,-0.010599063,-0.002750561,0.0086767234,0.000061,0.0071755356,0.004434878,-0.014699772,-0.006746362,0.008414109
2000-04-18,0.0103450535,0.0044097674,-0.000651934,0.0021703742,0.0006929015,-0.005022543,0.000061,0.0030291123,-0.000671509,0.0026825482,0.0008933039,-0.001899319
2000-04-19,0.0082503151,0.002184965,0.0031254722,-0.001400826,-0.005596637,-0.000322934,0.000061,-0.000018364,0.0015216458,-0.001132771,-0.003567218,-0.000936362
2000-04-20,0.0078115975,0.0008619986,0.0048583303,-0.001805561,-0.008306779,0.0011841982,0.000061,0.0012667544,0.0042931555,-0.004012089,-0.00553487,0.0021190833
2000-04-21,-0.00417537,-0.003053794,-0.00400059,0.0091237876,-0.001194638,-0.004064426,0.000061,-0.001357282,-0.002473543,0.0072154539,-0.002465579,-0.002324714
2000-04-24,-0.004898274,0.0002632756,0.0084187036,-0.011346508,-0.005073138,0.0017047024,0.000061,-0.001482802,0.0063935462,-0.010951272,0.0007788165,-0.000871304
2000-04-25,-0.002107374,-0.003009022,0.0021293061,-0.004941151,0.0028981312,0.001235722,0.000061,-0.001856251,0.001801777,-0.002081018,0.0041262207,-0.001340326
2000-04-26,-0.000059589,-0.004139943,-0.003461504,0.0038680323,0.0029570697,-0.002638531,0.000061,-0.002437343,-0.001430307,0.0043014623,0.0013309534,-0.000228892
2000-04-27,-0.01179113,-0.004050798,-0.010405953,0.0214373902,0.0100291117,-0.013462853,0.000061,-0.002838166,-0.01102392,0.0195602204,0.0061855996,-0.009102268
2000-04-28,0.018964984,-0.008426062,-0.012025396,0.0180433697,0.0054555155,-0.007250843,0.000061,-0.005994837,-0.010270672,0.013758436,0.0086520886,-0.004299071
2000-05-08,-0.000365586,0.0005358544,0.0070448755,-0.00258871,0.0003397992,-0.002106435,0.000061,0.0012188065,0.0051958739,0.0009131863,0.0011225174,-0.004003586
2000-05-09,-0.016919948,0.0059124076,0.0048706149,-0.0009397,-0.003381375,0.004912551,0.000061,0.0066558962,0.0036959726,-0.000281535,-0.004242557,0.002277247
2000-05-10,-0.031938228,-0.002966113,-0.007326448,0.0060577566,0.0014243033,-0.006632661,0.000061,-0.001541933,-0.006710319,0.0052998324,-0.001987148,-0.002697589
2000-05-11,-0.018200619,0.0021923052,-0.004718264,0.0030437209,0.0057789625,-0.006750724,0.000061,0.0019384571,-0.00119609,0.0039716971,0.0017292075,-0.003725991
2000-05-12,-0.002526304,0.0003466688,0.00134363,0.0012388475,-0.000112825,-0.003237425,0.000061,0.0008970572,0.0011778956,0.0018473166,0.0014983388,-0.002609767
2000-05-15,-0.011610348,0.000608817,-0.001388168,-0.000634213,-0.002444802,-0.003320048,0.000061,0.0007034373,0.0001391575,-0.000329396,0.0004391613,-0.005331405
2000-05-16,0.0135981907,0.0021219643,0.0028373244,-0.004939199,-0.00702874,0.0078688387,0.000061,0.0023882951,0.0007358975,-0.00365712,-0.006326454,0.0079983564
2000-05-17,0.000888014,-0.000695811,-0.006588753,0.0044580127,0.0042675866,-0.002212913,0.000061,0.0002038528,-0.005689222,0.0045005719,0.002374363,-0.001000307
2000-05-18,0.022130747,-0.000498238,0.0084241861,-0.001419607,-0.007324832,0.0005329645,0.000061,-0.000081837,0.0073959017,-0.002916648,-0.004125325,0.0001204613
2000-05-19,0.0127747111,0.0040968996,0.0031407128,-0.000104028,-0.000233416,-0.003908863,0.000061,0.0015786665,0.0028119913,0.0008230944,0.0012478277,-0.004160594
2000-05-22,0.0262430614,0.0034108215,0.008272389,-0.000695345,-0.004910804,0.006846896,0.000061,0.002894297,0.0062639744,-0.001029856,-0.003261305,0.0032702577
2000-05-23,0.0003091274,0.005034629,0.0080531468,-0.006886588,-0.009689695,0.0048334377,0.000061,0.0053653882,0.0077675154,-0.006917552,-0.009249162,0.0033930451
2000-05-24,0.0140744176,-0.005908364,-0.003978803,0.0050436512,-0.000037446,-0.000226018,0.000061,-0.005562232,-0.003197604,0.0036620367,0.001734851,-0.002545869
2000-05-25,0.013684765,0.0009515589,0.0049374868,-0.009506939,-0.001251309,0.0027463476,0.000061,-0.001182229,0.0053948798,-0.006367463,-0.000836165,0.0002490503
2000-05-26,0.0006994029,-0.003306325,-0.002079788,-0.000316033,0.0037397268,-0.000917042,0.000061,-0.003706087,-0.002088411,0.0000329043,0.0040998188,0.0005589362
2000-05-29,0.0095762497,-0.000708196,0.0004989393,0.0008719708,0.0055320612,-0.00460098,0.000061,-0.001557562,0.0010087192,-0.001510787,0.0072698432,-0.004151014
2000-05-30,-0.009725589,0.0018905946,-0.005684986,0.0105777384,-0.00172418,0.0014501901,0.000061,0.0041061041,-0.005841161,0.0079998349,-0.005729041,0.0055479305
2000-05-31,0.0060340361,0.0046237473,0.0125647996,-0.014488629,-0.003558145,0.0062985686,0.000061,0.0024513726,0.012198519,-0.009064278,-0.001195206,0.0008874296
2000-06-01,0.0053139436,-0.00390882,0.0052088862,-0.007330762,-0.003059171,0.0045411027,0.000061,-0.005039247,0.0062133578,-0.008824739,-0.001352936,0.0031074211
2000-06-02,0.0048238291,-0.005811486,0.0056605976,-0.010716381,0.0012615113,0.0040850362,0.000061,-0.00572173,0.0047021685,-0.008582798,0.0024248037,0.0005953297
2000-06-05,-0.006590299,-0.008243683,-0.008893483,-0.007129863,0.0091189428,-0.011951085,0.000061,-0.006809925,-0.008048316,-0.009828056,0.0053259905,-0.005935375
2000-06-06,0.0155278903,0.0019467024,-0.004807097,0.0027953859,0.0041233356,-0.004513374,0.000061,0.0017132967,-0.004857067,0.0006072089,0.0041111537,-0.002610078
2000-06-07,0.0032324143,0.0039008926,0.0047119149,-0.002426398,-0.002676216,0.0041516413,0.000061,0.0034304823,0.0055145469,-0.004365722,-0.004266925,0.0052394467
2000-06-08,-0.007212518,0.0035801021,0.0039815429,-0.003724998,-0.003915831,0.0041287286,0.000061,0.0036460642,0.0032064292,-0.004685238,-0.005290776,0.0039558644
2000-06-09,-0.01118696,-0.000076909,-0.004625112,0.0068521921,-0.001232794,0.0008037166,0.000061,0.001993387,-0.005944688,0.0047893426,-0.001468128,0.0022067558
2000-06-12,0.0032196906,0.0043157622,0.0110771408,-0.009858227,-0.006630151,0.006686521,0.000061,0.0047800786,0.0076762331,-0.00802301,-0.007664264,0.0078613249
2000-06-13,0.0123228266,0.0010137833,0.0032489897,-0.010888205,-0.001374527,0.0065381202,0.000061,-0.001608201,0.0043363696,-0.005544963,-0.001206075,0.0042953301
2000-06-14,-0.003845097,0.0034756699,0.0043668636,-0.004978373,-0.004355278,0.0006535041,0.000061,0.0018764644,0.0026786996,-0.006194405,-0.001847535,-0.000070453
2000-06-15,0.0044759366,0.0022997463,0.0013571757,-0.006763543,-0.003214606,0.0048457366,0.000061,0.0042434537,-0.000863732,-0.003958675,-0.004084433,0.004273437
2000-06-16,-0.006704367,-0.002625509,-0.004406044,0.006799934,0.0042284445,-0.003465209,0.000061,-0.003009307,-0.002466317,0.0070361887,0.0057634335,-0.003811848
2000-06-19,-0.003946149,-0.004144064,-0.002474419,-0.001675502,0.0082388998,-0.006466899,0.000061,-0.004149747,-0.001502294,0.001571323,0.0086383995,-0.005671498
2000-06-20,-0.007750213,0.0014219863,-0.007106919,0.0060815347,-0.00125633,0.0002237392,0.000061,0.0009196284,-0.007810555,0.0042573236,-0.001179178,0.0011220442
2000-06-21,0.0109141645,-0.001500499,-0.002627292,-0.000242535,0.0011349394,-0.001912076,0.000061,-0.001126825,-0.00127393,-0.000614299,0.0012677681,-0.000879406
2000-06-22,0.0011035183,-0.000298508,0.0017451714,0.0026467954,-0.003048982,0.0049291154,0.000061,-0.001711653,-0.000086919,0.0017444716,-0.000139946,0.0020921545
2000-06-23,0.0121457783,-0.003571359,-0.000426238,0.0029345332,0.0034432796,-0.005763645,0.000061,-0.00484423,0.0003336551,0.0058815016,0.0066366843,-0.007758761
2000-06-26,0.0070147518,-0.001471864,0.0089882867,-0.008503445,0.0015039542,0.0004028899,0.000061,-0.002496058,0.0076949767,-0.007022668,0.0042556535,-0.00215229
2000-06-27,-0.002005391,0.0014537149,0.009864536,-0.008749444,-0.002686428,0.0061800319,0.000061,0.0009117935,0.0089711463,-0.008001846,-0.000688445,0.0018365867
2000-06-28,0.0019628423,-0.003238096,0.0027449397,-0.00167809,0.0025333,-0.00580277,0.000061,-0.003603101,0.0010881205,-0.002430054,0.0036687983,-0.006455563
2000-06-29,-0.003384909,-0.005907499,-0.002417883,-0.002458253,0.0089912434,-0.002471374,0.000061,-0.005195985,-0.002483401,-0.00166456,0.0064986495,-0.004696097
2000-06-30,-0.006534963,-0.005132182,-0.000201932,-0.004486074,0.0065784578,-0.00311809,0.000061,-0.006562301,-0.0005074,-0.00306424,0.0091542651,-0.007230703
2000-07-03,-0.017091222,-0.003912617,-0.002964963,-0.002114227,0.0028885601,-0.005861191,0.000061,-0.004820966,-0.001994273,-0.001816561,0.0047885646,-0.005158564
2000-07-04,0.007273469,0.0081729558,0.0056321445,0.0005182387,-0.002636122,0.0045795647,0.000061,0.0071026019,0.0069240926,-0.001307777,-0.003597341,0.0031455274
2000-07-05,0.0002719824,-0.000840674,0.0021775211,0.002329111,0.0041391214,0.0011438847,0.000061,3.0116331E-6,0.0015756524,0.0009760921,0.0034408373,-0.000391593
2000-07-06,-0.003692719,0.0022353707,0.0038112527,0.0002191731,-0.000721751,0.001063998,0.000061,0.0009490181,0.004044606,-0.001775386,0.0009958344,-0.001880164
2000-07-07,0.0131449648,-0.000387805,0.0069281632,0.0013189559,0.0038133683,0.0011574323,0.000061,-0.00060067,0.0063869769,0.0007509578,0.0036045088,0.0005674162
2000-07-10,0.0064829699,0.0002650025,0.0225847099,-0.00704425,0.0052702111,0.0032052799,0.000061,-0.001600706,0.0235014819,-0.008806088,0.0088152469,-0.001727326
2000-07-11,0.0077562417,-0.006999465,-0.008555307,0.0002569567,0.0034109754,-0.003065161,0.000061,-0.005923421,-0.008522633,0.0012012678,0.0028314541,-0.002439445
2000-07-12,0.0032508313,0.0045337065,0.0097249263,-0.007409963,-0.003228408,0.008807636,0.000061,0.0034588185,0.0093891558,-0.005147165,-0.003092653,0.0072560194
2000-07-13,0.0021262628,-0.007657988,-0.021287277,0.0062883473,0.0100682267,-0.00791613,0.000061,-0.004596139,-0.018305331,0.0058586321,0.0051154169,-0.00303526
2000-07-14,0.0036027464,0.0001942465,0.0062231781,0.0002180662,-0.003045789,0.0075725921,0.000061,0.0006127127,0.0042063098,-0.000488627,-0.001462423,0.0061798079
2000-07-17,-0.004904184,0.0028695078,-0.000149004,0.0013728751,-0.003108822,0.003520192,0.000061,0.0035175339,-0.000615401,-0.00094426,-0.002437151,0.004127041
2000-07-18,0.0062823484,0.0009539615,0.001716167,-0.000582666,-0.004623609,0.0045978943,0.000061,0.0013700151,0.0034253208,-0.003834465,-0.004300567,0.00502725
2000-07-19,0.0017736548,0.0044975779,-0.00169207,-0.000617658,-0.004846756,0.004594568,0.000061,0.0042276783,-0.00195859,-0.000877359,-0.00657893,0.0057514259
2000-07-20,-0.00209352,0.0054108371,0.0025888356,0.001206725,-0.005764567,0.0034654359,0.000061,0.0044333908,0.0002642129,0.001202273,-0.008118464,0.0044597856
2000-07-21,0.0027507439,0.0037272188,0.0019227202,0.0011280082,-0.005949606,0.0040123937,0.000061,0.003016515,0.0018876087,-0.000338711,-0.005417372,0.0053140525
2000-07-24,-0.004084454,0.0070374042,0.0082119064,-0.004622582,-0.002497293,0.0089222173,0.000061,0.0061488392,0.0086744308,-0.006617353,-0.00437745,0.0081325363
2000-07-25,0.0028900544,0.0027735899,-0.001638262,0.0003418936,-0.004276394,0.0018771745,0.000061,0.0033178853,-0.002043399,-0.000217254,-0.005041168,0.0045290787
2000-07-26,0.0078618939,0.0040321,0.0018951287,-0.006030061,-0.003345527,0.0060138556,0.000061,0.0037045282,0.0026064392,-0.004868156,-0.003963705,0.0052429446
2000-07-27,-0.000638325,0.0033491511,-0.006012119,-0.002431897,-0.004090496,0.0029420225,0.000061,0.0036337132,-0.006191655,-0.001305526,-0.004675897,0.0035808072
2000-07-28,0.0030144213,0.0026491801,-0.006167175,0.0024160681,0.0017482736,-0.00493164,0.000061,0.0036822697,-0.004662805,0.0008465292,-0.002700475,0.0009917129
2000-07-31,0.0059414052,0.0016144379,0.0011400845,0.0012359339,-0.000219941,-0.000667893,0.000061,0.0034927763,0.0022484089,-0.004135868,-0.004338792,0.0045993674
2000-08-01,0.0019882742,-0.002545644,0.0035014739,-0.000069165,0.0025910531,-0.000917233,0.000061,-0.003435839,0.0032899633,0.0017653817,0.0033848822,-0.003017901
2000-08-02,0.0011707234,0.001650414,-0.000197181,-0.000121093,0.0017932055,-0.001859997,0.000061,0.000970484,-0.000253259,0.0010346437,0.000341171,0.0007569318
2000-08-03,0.0032094421,0.0000213556,-0.002696782,0.0055652588,0.0010240714,0.0038075672,0.000061,0.0011212729,-0.000986111,0.0014570882,-0.001260997,0.0044552288
2000-08-04,-0.005864114,-0.002553338,-0.01464898,0.0013881664,0.0009920407,-0.004845472,0.000061,-0.001443881,-0.014752904,0.0021839679,0.0002469833,-0.003737913
2000-08-07,0.0059685113,0.0056186709,-0.001322271,-0.004793451,-0.004933521,0.0026940971,0.000061,0.0062517561,0.000588934,-0.007013201,-0.009120155,0.007751335
2000-08-08,0.0067623213,0.0019583308,-0.001526481,0.0003239935,-0.003110802,-0.00129629,0.000061,0.0019835513,-0.00120403,-0.003532888,-0.005645198,0.0026567014
2000-08-09,0.0051058482,-0.000682974,-0.006238797,-0.002265469,-0.001242555,-0.003655473,0.000061,0.0001458254,-0.006685839,-0.001806925,-0.001854933,-0.002232065
2000-08-10,0.0020007518,-0.003131866,-0.008260548,0.0012468506,0.004273193,-0.007749083,0.000061,-0.002680261,-0.006702465,0.0015774232,0.0052107222,-0.008054386
2000-08-11,-0.001903416,0.0008860806,0.0041441879,0.0014758986,0.0006770959,0.0053728351,0.000061,-0.000352403,0.0024969402,0.0034232374,0.000654885,0.004217663
2000-08-14,0.005386597,0.0074418344,0.0070623407,-0.000617745,-0.008589029,0.0100549059,0.000061,0.0059720842,0.0059901846,-0.000043627,-0.007939546,0.00980795
2000-08-15,-0.000453026,0.0061570497,0.0035200693,0.0020330982,-0.004507018,0.004581823,0.000061,0.0054998598,0.0021715,0.0010694587,-0.00309493,0.003407864
2000-08-16,0.002568542,0.0025083586,0.0068863293,-0.003661168,-0.005107503,0.0053299956,0.000061,0.0023307823,0.006037486,-0.00357795,-0.004283461,0.0029592605
2000-08-17,0.0012837503,0.0056137355,0.004656231,-0.003358594,-0.004440824,0.0057727962,0.000061,0.006612069,0.0037850385,-0.00415192,-0.005909338,0.0064603799
2000-08-18,0.0005131629,0.006898167,0.0015435481,-0.001425133,-0.004015545,0.0026703791,0.000061,0.0066386112,0.0020578902,-0.005033817,-0.006498117,0.0059072568
2000-08-21,0.0062857506,0.0085338345,0.0156078434,-0.010720471,-0.008314209,0.007538354,0.000061,0.007000234,0.0147033859,-0.013037897,-0.006001452,0.0063768972
2000-08-22,-0.016755073,-0.005470118,-0.010248879,0.0089531264,0.0060855469,-0.006454322,0.000061,-0.00523947,-0.010380394,0.0099887839,0.0043600245,-0.005212275
2000-08-23,-0.008426093,0.001965584,-0.00272964,-0.003293715,0.0024608876,-0.001685032,0.000061,0.0016936085,-0.002824025,-0.004745147,0.0002655148,-0.000733649
2000-08-24,0.0066286056,0.0017532037,-0.000374299,0.0020540255,-0.002329139,-0.001757435,0.000061,0.0023226877,-0.0010709,0.0003375739,-0.004960392,0.002842397
2000-08-25,0.0078300716,0.0032868864,-0.002667231,0.0000903053,-0.005669314,0.0016806575,0.000061,0.003481603,-0.002013964,-0.002563086,-0.00436392,-0.000123901
2000-08-28,0.0073029128,0.0134894676,0.0080696886,-0.005907718,-0.011247661,0.0075397152,0.000061,0.0121914714,0.0082547243,-0.007394652,-0.012284359,0.0113872752
2000-08-29,0.001902789,0.0009826124,0.0024387753,0.0010978348,0.0006692205,-0.001040075,0.000061,0.0006503048,0.0013281974,0.0002869952,-0.000347322,0.0002555216
2000-08-30,-0.012630095,-0.003432323,-0.004130615,0.0101169229,0.0024959642,-0.004439863,0.000061,-0.003137957,-0.00531126,0.0106532772,0.0024276919,-0.003484048
2000-08-31,-0.025798685,-0.004378242,-0.007399533,0.0049477673,0.0038827985,-0.007008417,0.000061,-0.004107778,-0.006573396,0.006187284,0.0023919238,-0.006154436
2000-09-01,-0.009943006,-0.001195722,-0.005202229,0.0041638685,0.0006339383,-0.001138049,0.000061,-0.001734304,-0.005562787,0.0042739523,0.00088916,-0.001646032
2000-09-04,0.0070155846,0.0093380897,0.0045626736,0.0095536783,-0.007473161,0.0037066392,0.000061,0.0089726654,0.0039342908,0.0051344141,-0.009181369,0.0067382111
2000-09-05,-0.019835222,-0.001504552,-0.012080015,0.0137138964,0.0024083485,-0.002168752,0.000061,-0.001658094,-0.010484251,0.0131596868,0.0000702446,-0.000399891
2000-09-06,-0.018012409,0.0030038729,-0.009448736,0.0090889974,-0.004567386,-0.001009107,0.000061,0.0044356139,-0.008157217,0.0078750145,-0.004402462,0.0009994425
2000-09-07,0.0121149122,0.0038095017,0.0044458854,-0.002897232,-0.003377974,0.0045592063,0.000061,0.0030952381,0.0037739037,-0.001998059,-0.003214791,0.0039391813
2000-09-08,0.0045427278,0.0018334011,-0.005126943,-0.001153463,0.0010952626,-0.000757718,0.000061,0.0028353256,-0.005165407,-0.001265377,-0.002122028,0.0021417905
2000-09-11,0.0056218475,0.0062275207,0.0042591982,-0.005254539,-0.004492687,0.0055603093,0.000061,0.0059415597,0.0053027436,-0.004530137,-0.00492194,0.0061568163
2000-09-12,0.0057381098,-0.000873653,0.0090113023,0.000804988,-0.001509821,0.0035962641,0.000061,-0.002378324,0.0078774033,0.0010465947,0.0016611072,0.0010361662
2000-09-13,0.0047326151,-0.004567654,0.0015255705,-0.000546773,0.0018330465,0.0011990083,0.000061,-0.00447609,0.0007466973,-0.000071922,0.001242228,0.0007487666
2000-09-14,-0.004195488,0.0045761383,-0.005446331,0.0079284143,-0.000487337,0.0008778551,0.000061,0.003700752,-0.005107985,0.0074933877,-0.002368598,0.0032860285
2000-09-15,0.0002420192,0.0059150583,-0.000712217,0.0024018876,-0.006018036,0.0026296967,0.000061,0.0050011087,-0.000359833,0.0029749286,-0.005530964,0.0037639657
2000-09-18,-0.016190221,0.0031041421,-0.005110024,0.002904024,-0.000430066,0.0020336082,0.000061,0.0028266495,-0.004666028,0.0042927559,-0.001042937,0.0007231288
2000-09-19,-0.02355595,-0.003453609,-0.001543358,0.0042987002,0.0028700273,-0.003411895,0.000061,-0.002319003,-0.001521655,0.0033097449,0.0022326606,-0.002958901
2000-09-20,0.0094753684,0.0006667022,0.0070293092,-0.004633976,-0.001059132,-0.001361084,0.000061,0.0000652865,0.0059359781,-0.005074925,0.000099317,-0.001306122
2000-09-21,-0.008426855,0.0009094617,-0.004091543,0.0012821237,0.0005184719,-0.000615009,0.000061,0.0014269569,-0.005431349,0.002340924,-0.000329039,0.0009003413
2000-09-22,-0.008933724,-0.001325728,-0.007329223,0.0018456668,0.0021819645,-0.001172583,0.000061,-0.001253915,-0.006434072,0.0027396644,0.0012303117,-0.00149217
2000-09-25,-0.009016775,0.0002224316,-0.00580532,-0.000736284,0.0030750414,-0.001202053,0.000061,0.0004651919,-0.00527934,-0.000469976,0.0031261643,-0.000142318
2000-09-26,0.0070952201,-0.00185401,-0.000021655,-0.003337325,0.0026646695,0.0017883293,0.000061,-0.001224865,0.000235923,-0.00399956,0.0025096552,0.0006700358
2000-09-27,0.0127892314,-0.001746014,0.0050175101,-0.002239425,0.0000399362,0.000449924,0.000061,-0.001137108,0.0047702355,-0.002390093,0.0001730022,-0.000472541
2000-09-28,-0.013014293,0.0031490811,-0.010401312,0.0034265943,-0.000508349,0.0021224381,0.000061,0.0031975529,-0.010380201,0.0053488457,-0.001035694,0.0046234188
2000-09-29,0.0122965195,0.0009747072,-0.001720723,0.0013900279,-0.002168332,-0.000054116,0.000061,0.0011156145,-0.001042722,0.0013101736,-0.002777529,0.000344868
2000-10-09,0.0044845871,0.0145528545,0.0021111181,-0.002552188,-0.009635567,0.0080691861,0.000061,0.0121867484,0.0025769244,-0.002489482,-0.010625911,0.0105734511
2000-10-10,0.0130138046,0.005555757,0.0103153637,-0.005126568,-0.007092988,0.0032504779,0.000061,0.0050047432,0.0086614956,-0.001846985,-0.004924178,0.0019480787
2000-10-11,-0.004446846,0.0023308561,-0.00516477,0.0045636991,-0.001479615,0.0019593631,0.000061,0.0027561914,-0.004675375,0.0042306552,-0.003631651,0.0027661648
2000-10-12,-0.003597574,0.0087631904,0.0035426764,0.0035353247,-0.006348805,0.0030426664,0.000061,0.0082183525,0.0051387491,0.0014281757,-0.005893023,0.0041339352
